employer_id,employer_name,industry,sub_industry,company_size_band,hq_city,hq_state,hq_country,website_url,linkedin_url,is_faang_company,is_non_profit,slu_partnership_type,slu_partnership_level,slu_partnership_status,slu_partnership_start_date,primary_contact_name,primary_contact_title,primary_contact_email,primary_contact_phone
aa1bb5d8-26be-426d-ac44-a675b1b36115,Employer 0197,Manufacturing,Industrial,Large,Austin,TX,USA,https://www.example197.com,https://www.linkedin.com/company/example-197,0,1,None,Gold,Active,2023-10-24,Evan Hawkins,Recruiter,contact197@example.com,+19135755222
238a56fe-2a78-45ce-96b9-9e6a0de5826f,Employer 0198,Consulting,IT Services,Small,St. Louis,MO,USA,https://www.example198.com,https://www.linkedin.com/company/example-198,0,0,Academic,Silver,Inactive,2024-07-17,Terry Morris,Recruiter,contact198@example.com,+13955947381
37bf67a0-edc2-49bd-967f-4a7496cccd95,Employer 0199,Retail,E-commerce,Enterprise,San Jose,CA,USA,https://www.example199.com,https://www.linkedin.com/company/example-199,0,0,Academic,Gold,Active,2024-11-30,Jimmy Jones,Recruiter,contact199@example.com,+16346321979
59d13524-d6f8-402e-b5e5-ea9de3ce0bd8,Employer 0200,Consulting,IT Services,Large,St. Louis,MO,USA,https://www.example200.com,https://www.linkedin.com/company/example-200,1,0,Sponsorship,Bronze,Active,2025-07-06,Ryan Dillon,Recruiter,contact200@example.com,+12106473431
3a702177-e5aa-43ff-811b-5a22565b8363,Employer 0201,Consulting,IT Services,Enterprise,New York,NY,USA,https://www.example201.com,https://www.linkedin.com/company/example-201,0,0,Academic,Gold,Prospect,2025-01-19,Melissa Garcia,Recruiter,contact201@example.com,+17212504858
4db30dd4-1eaf-4cbd-9181-04c32a040b99,Employer 0202,Finance,Banking,Enterprise,Seattle,WA,USA,https://www.example202.com,https://www.linkedin.com/company/example-202,0,0,Mentorship,Silver,Inactive,2023-05-12,Jonathan Kennedy,Recruiter,contact202@example.com,+15105191827
ba2881b4-a50e-4232-b0c2-7c5a3ea5e66a,Employer 0203,Government,Public Sector,Medium,Chicago,IL,USA,https://www.example203.com,https://www.linkedin.com/company/example-203,0,1,None,Silver,Inactive,2023-11-19,Michael Brady,Recruiter,contact203@example.com,+15216976070
249566b3-543d-4161-b6ac-f9a7928f6bed,Employer 0204,Consulting,IT Services,Enterprise,Chicago,IL,USA,https://www.example204.com,https://www.linkedin.com/company/example-204,0,0,Hiring,Silver,Inactive,2025-06-28,Andrew White,Recruiter,contact204@example.com,+14304982297
8498d2a0-d382-417f-8069-e2a55c9ed7c8,Employer 0205,Retail,E-commerce,Small,Chicago,IL,USA,https://www.example205.com,https://www.linkedin.com/company/example-205,0,0,Mentorship,Gold,Inactive,2024-11-18,Gregory Martinez,Recruiter,contact205@example.com,+16982262279
1309de8f-4f6f-44d9-9623-300f6fd6e02a,Employer 0206,Consulting,IT Services,Small,Austin,TX,USA,https://www.example206.com,https://www.linkedin.com/company/example-206,0,0,Mentorship,Silver,Active,2025-08-04,Nathan Henderson,Recruiter,contact206@example.com,+19394368232
7517e0ac-7537-4c37-92ae-96e77b38396b,Employer 0207,Technology,Cloud/Software,Small,Chicago,IL,USA,https://www.example207.com,https://www.linkedin.com/company/example-207,0,1,None,Gold,Inactive,2025-09-14,Noah Ruiz,Recruiter,contact207@example.com,+12262022220
cb84fd4f-f2b3-46d7-a9aa-d61d97c772ad,Employer 0208,Retail,E-commerce,Enterprise,New York,NY,USA,https://www.example208.com,https://www.linkedin.com/company/example-208,0,0,Mentorship,Silver,Prospect,2024-07-13,Lauren Brown,Recruiter,contact208@example.com,+19678314098
1a4d2466-c0a0-44ac-88fe-4c91c05d8849,Employer 0209,Government,Public Sector,Large,Austin,TX,USA,https://www.example209.com,https://www.linkedin.com/company/example-209,0,0,Hiring,Gold,Active,2025-08-30,Alyssa Adams,Recruiter,contact209@example.com,+18756738702
d46f1030-1107-4764-b161-ac33fc69f322,Employer 0210,Consulting,IT Services,Large,Austin,TX,USA,https://www.example210.com,https://www.linkedin.com/company/example-210,0,0,Hiring,Bronze,Inactive,2025-01-01,Christopher Alexander,Recruiter,contact210@example.com,+12772412620
d1e11032-c367-4779-8b79-4a25f7a82b06,Employer 0211,Healthcare,Provider,Enterprise,San Jose,CA,USA,https://www.example211.com,https://www.linkedin.com/company/example-211,0,0,Sponsorship,Silver,Prospect,2025-04-20,Emily Levine,Recruiter,contact211@example.com,+12133918298
0ec9b573-206b-424b-86fb-4951eae8a2a5,Employer 0212,Finance,Banking,Enterprise,San Jose,CA,USA,https://www.example212.com,https://www.linkedin.com/company/example-212,0,0,Hiring,Silver,Prospect,2025-04-11,David Gibson Jr.,Recruiter,contact212@example.com,+17457909158
1246a77a-a2d9-44b7-858d-ab29f7e16a11,Employer 0213,Government,Public Sector,Small,San Jose,CA,USA,https://www.example213.com,https://www.linkedin.com/company/example-213,0,1,Mentorship,Bronze,Inactive,2025-07-09,Angela Perez,Recruiter,contact213@example.com,+12732021492
efff2f7a-a7cb-4081-9dc7-1711661caa60,Employer 0214,Finance,Banking,Medium,Dallas,TX,USA,https://www.example214.com,https://www.linkedin.com/company/example-214,0,0,Hiring,Silver,Prospect,2024-02-16,Nicole Valdez,Recruiter,contact214@example.com,+12772214375
e3bb9002-2fe0-437b-a73a-66578317f368,Employer 0215,Manufacturing,Industrial,Enterprise,Hyderabad,,India,https://www.example215.com,https://www.linkedin.com/company/example-215,0,0,Hiring,Gold,Prospect,2024-09-01,Rodney Mccarty,Recruiter,contact215@example.com,+15607544794
a9557677-4584-472f-a939-ff75710fa1da,Employer 0216,Finance,Banking,Enterprise,New York,NY,USA,https://www.example216.com,https://www.linkedin.com/company/example-216,0,0,Mentorship,Silver,Inactive,2025-05-21,Pamela Rice,Recruiter,contact216@example.com,+12288197345
2d920295-fc3a-439b-be51-81e8819e729a,Employer 0217,Consulting,IT Services,Enterprise,San Jose,CA,USA,https://www.example217.com,https://www.linkedin.com/company/example-217,0,1,Donor,Silver,Inactive,2024-04-16,Brandon Ferguson,Recruiter,contact217@example.com,+14055302637
a4149d95-5855-4588-85ed-54ff2f620657,Employer 0218,Education,University,Small,San Jose,CA,USA,https://www.example218.com,https://www.linkedin.com/company/example-218,0,0,Donor,Gold,Inactive,2024-06-22,Robin Wu,Recruiter,contact218@example.com,+13362044422
9798a505-557b-45a6-b870-da76cc0b82be,Employer 0219,Consulting,IT Services,Medium,Chicago,IL,USA,https://www.example219.com,https://www.linkedin.com/company/example-219,0,0,Sponsorship,Silver,Prospect,2023-08-20,Allen Lester,Recruiter,contact219@example.com,+19938321205
f4846560-b761-491b-b707-5110d1d1d793,Employer 0220,Finance,Banking,Small,Chicago,IL,USA,https://www.example220.com,https://www.linkedin.com/company/example-220,0,0,Hiring,Gold,Active,2024-05-14,Lori Ellis,Recruiter,contact220@example.com,+17986806587
0886edd6-cc68-4945-9f1d-ba60ca7bb14b,Employer 0221,Technology,Cloud/Software,Small,Chicago,IL,USA,https://www.example221.com,https://www.linkedin.com/company/example-221,0,0,Sponsorship,Silver,Prospect,2024-05-17,Christopher Moore,Recruiter,contact221@example.com,+17529825184
923d51ab-084e-4c44-8c54-60bcf0bcc0fc,Employer 0222,Manufacturing,Industrial,Enterprise,St. Louis,MO,USA,https://www.example222.com,https://www.linkedin.com/company/example-222,0,0,Hiring,Silver,Active,2025-01-25,Mrs. Ann Woods,Recruiter,contact222@example.com,+13122496895
6cd37667-d254-4281-9028-4c4825583760,Employer 0223,Consulting,IT Services,Enterprise,Chicago,IL,USA,https://www.example223.com,https://www.linkedin.com/company/example-223,0,1,Academic,Bronze,Active,2024-01-09,Donna Larson,Recruiter,contact223@example.com,+17447437908
a91b6c45-372b-4d6d-9627-ff604813f289,Employer 0224,Healthcare,Provider,Large,St. Louis,MO,USA,https://www.example224.com,https://www.linkedin.com/company/example-224,0,0,Donor,Silver,Prospect,2024-04-24,Christopher Morrow Jr.,Recruiter,contact224@example.com,+15637445443
2e61dbb6-1318-4b52-a86f-e6017839d3a1,Employer 0225,Government,Public Sector,Small,St. Louis,MO,USA,https://www.example225.com,https://www.linkedin.com/company/example-225,0,0,Sponsorship,Bronze,Inactive,2024-12-13,Barbara Weiss,Recruiter,contact225@example.com,+19385136247
bd5f3125-bacb-4907-9290-eaa7e66735ad,Employer 0226,Government,Public Sector,Small,San Jose,CA,USA,https://www.example226.com,https://www.linkedin.com/company/example-226,0,0,Hiring,Bronze,Prospect,2025-09-18,Ryan Schmidt,Recruiter,contact226@example.com,+16639971435
76d1cc5e-7e0a-4b43-8f8f-2acba22568ae,Employer 0227,Manufacturing,Industrial,Medium,Chicago,IL,USA,https://www.example227.com,https://www.linkedin.com/company/example-227,0,1,None,Gold,Active,2024-12-14,Maurice Nelson,Recruiter,contact227@example.com,+19904649965
f7c509de-bda8-497f-becd-7ba2db441538,Employer 0228,Finance,Banking,Medium,Hyderabad,,India,https://www.example228.com,https://www.linkedin.com/company/example-228,0,0,None,Gold,Inactive,2025-06-09,Gabriel Benson,Recruiter,contact228@example.com,+17452974320
07f5b81b-9483-43bb-bea4-306240e1d268,Employer 0229,Healthcare,Provider,Small,San Jose,CA,USA,https://www.example229.com,https://www.linkedin.com/company/example-229,0,0,Mentorship,Silver,Inactive,2025-01-23,Diana Parker,Recruiter,contact229@example.com,+16888518357
6e074830-44b4-493c-b140-47b40646fe6a,Employer 0230,Finance,Banking,Large,Austin,TX,USA,https://www.example230.com,https://www.linkedin.com/company/example-230,0,0,None,Bronze,Active,2024-10-17,Julie Floyd,Recruiter,contact230@example.com,+18763338244
221445a1-f927-4c42-84a6-df34d4f76ab1,Employer 0231,Technology,Cloud/Software,Enterprise,Dallas,TX,USA,https://www.example231.com,https://www.linkedin.com/company/example-231,0,0,None,Gold,Active,2025-07-26,Jessica Brown,Recruiter,contact231@example.com,+16755792411
659bf602-08d6-40c5-bd9b-b8808186c022,Employer 0232,Government,Public Sector,Small,Dallas,TX,USA,https://www.example232.com,https://www.linkedin.com/company/example-232,0,0,Donor,Gold,Inactive,2023-10-15,Angel Rhodes,Recruiter,contact232@example.com,+17045986595
9f2175ff-0a39-4757-b99d-4aebc99d0a42,Employer 0233,Technology,Cloud/Software,Large,Austin,TX,USA,https://www.example233.com,https://www.linkedin.com/company/example-233,0,1,Sponsorship,Bronze,Prospect,2024-01-14,Rebecca Hammond,Recruiter,contact233@example.com,+17936951612
cbc01f21-fa08-49f7-be99-7d76694838e4,Employer 0234,Healthcare,Provider,Enterprise,Chicago,IL,USA,https://www.example234.com,https://www.linkedin.com/company/example-234,0,0,Academic,Gold,Active,2024-01-10,Ronald Williams,Recruiter,contact234@example.com,+14083621323
2d93d783-d87c-47bb-bbb7-d9a215c2e0b7,Employer 0235,Healthcare,Provider,Medium,San Jose,CA,USA,https://www.example235.com,https://www.linkedin.com/company/example-235,0,0,Sponsorship,Gold,Prospect,2024-06-01,Matthew Contreras,Recruiter,contact235@example.com,+17012009395
58c56cab-ba5f-4539-9c4c-64a1156a4284,Employer 0236,Healthcare,Provider,Enterprise,New York,NY,USA,https://www.example236.com,https://www.linkedin.com/company/example-236,0,0,Donor,Gold,Prospect,2025-09-13,Steven Marsh,Recruiter,contact236@example.com,+14733258038
eaf532e1-b170-49dd-bdd6-8f6a76f25b0e,Employer 0237,Government,Public Sector,Large,New York,NY,USA,https://www.example237.com,https://www.linkedin.com/company/example-237,0,1,Hiring,Silver,Active,2024-01-29,Jennifer Lowe,Recruiter,contact237@example.com,+17006279307
d506e000-5e54-4bb5-a42c-66386329e81a,Employer 0238,Healthcare,Provider,Medium,San Jose,CA,USA,https://www.example238.com,https://www.linkedin.com/company/example-238,0,0,Hiring,Gold,Inactive,2025-05-31,Tanya Garcia,Recruiter,contact238@example.com,+18015734831
bc08651c-e118-48b7-b6b3-4d41f6f9ea58,Employer 0239,Consulting,IT Services,Small,Dallas,TX,USA,https://www.example239.com,https://www.linkedin.com/company/example-239,0,0,None,Gold,Prospect,2024-12-25,Russell Chandler,Recruiter,contact239@example.com,+15925808602
bf86b6a7-8fdc-4cac-b53a-378d08d52e15,Employer 0240,Government,Public Sector,Medium,Hyderabad,,India,https://www.example240.com,https://www.linkedin.com/company/example-240,0,0,None,Gold,Inactive,2024-01-30,Alvin Peters,Recruiter,contact240@example.com,+19079596604
60617758-813b-463d-a16f-5e35699e0704,Employer 0241,Government,Public Sector,Large,New York,NY,USA,https://www.example241.com,https://www.linkedin.com/company/example-241,0,0,Donor,Silver,Prospect,2023-05-20,Lauren Robinson,Recruiter,contact241@example.com,+18163252767
6de97d20-e377-4e21-97a0-ea11a4eae9ed,Employer 0242,Retail,E-commerce,Medium,Hyderabad,,India,https://www.example242.com,https://www.linkedin.com/company/example-242,0,0,Donor,Silver,Prospect,2024-11-18,Daniel Kelly,Recruiter,contact242@example.com,+14195569910
26f2bf2a-66ae-446d-b21f-fd1d3e443d5f,Employer 0243,Government,Public Sector,Large,Dallas,TX,USA,https://www.example243.com,https://www.linkedin.com/company/example-243,0,1,Sponsorship,Gold,Prospect,2025-08-25,Kyle Harrison,Recruiter,contact243@example.com,+18138875046
83bff48a-724f-47be-b557-25459d27cfcc,Employer 0244,Education,University,Large,Seattle,WA,USA,https://www.example244.com,https://www.linkedin.com/company/example-244,0,0,Sponsorship,Gold,Prospect,2023-12-31,Cassandra Herrera,Recruiter,contact244@example.com,+15073918605
f964ecbd-af4c-4838-859d-fcf3211c578a,Employer 0245,Retail,E-commerce,Small,Hyderabad,,India,https://www.example245.com,https://www.linkedin.com/company/example-245,0,0,Sponsorship,Silver,Inactive,2024-01-30,Sharon Johnson,Recruiter,contact245@example.com,+17506263073
ea4427b3-7ea2-4bc1-a0a6-58f44d104fae,Employer 0246,Government,Public Sector,Medium,Austin,TX,USA,https://www.example246.com,https://www.linkedin.com/company/example-246,0,0,Mentorship,Gold,Inactive,2024-08-11,Whitney Flores,Recruiter,contact246@example.com,+14956073059
1eed9919-b371-4362-961c-e2ef16e6a6df,Employer 0247,Technology,Cloud/Software,Enterprise,New York,NY,USA,https://www.example247.com,https://www.linkedin.com/company/example-247,0,1,None,Silver,Prospect,2023-10-30,Russell Thomas,Recruiter,contact247@example.com,+13088733546
419af709-7ba4-492b-b24f-3047ad63f516,Employer 0248,Government,Public Sector,Small,Hyderabad,,India,https://www.example248.com,https://www.linkedin.com/company/example-248,0,0,Mentorship,Silver,Active,2023-11-01,Krista Thomas,Recruiter,contact248@example.com,+17308627466
45d7334d-0ec9-442d-88c2-91032d3b2378,Employer 0249,Manufacturing,Industrial,Enterprise,New York,NY,USA,https://www.example249.com,https://www.linkedin.com/company/example-249,0,0,Sponsorship,Bronze,Inactive,2024-04-06,Michelle Ortiz,Recruiter,contact249@example.com,+15122707024
f7706598-d4d0-4d32-a8d5-6c856ef0c7b5,Employer 0250,Government,Public Sector,Large,Hyderabad,,India,https://www.example250.com,https://www.linkedin.com/company/example-250,0,0,Hiring,Silver,Inactive,2025-06-13,Juan Carrillo,Recruiter,contact250@example.com,+19613547894
ae9dca21-b02c-4e3e-827f-1e178fc099d0,Employer 0251,Government,Public Sector,Small,Chicago,IL,USA,https://www.example251.com,https://www.linkedin.com/company/example-251,0,0,Sponsorship,Gold,Inactive,2024-10-30,Lisa Lewis,Recruiter,contact251@example.com,+12709269443
98c418df-25ec-4020-88f4-d80d7e96d16d,Employer 0252,Technology,Cloud/Software,Enterprise,St. Louis,MO,USA,https://www.example252.com,https://www.linkedin.com/company/example-252,0,0,Mentorship,Silver,Prospect,2025-05-16,Anne Taylor,Recruiter,contact252@example.com,+17899053151
de9fd3cc-c628-4065-8e0e-171c10c308d1,Employer 0253,Manufacturing,Industrial,Small,Seattle,WA,USA,https://www.example253.com,https://www.linkedin.com/company/example-253,0,1,Donor,Gold,Inactive,2024-07-19,Samantha Peters,Recruiter,contact253@example.com,+13947417941
a3f0229b-cc89-4c13-b576-9bda5e652543,Employer 0254,Education,University,Medium,Chicago,IL,USA,https://www.example254.com,https://www.linkedin.com/company/example-254,0,0,None,Silver,Active,2024-02-16,Barbara Riley,Recruiter,contact254@example.com,+19112269901
a9635fc6-93f1-4a33-9543-e06ddee1c4aa,Employer 0255,Government,Public Sector,Medium,Austin,TX,USA,https://www.example255.com,https://www.linkedin.com/company/example-255,0,0,None,Silver,Active,2023-06-10,Destiny Glover,Recruiter,contact255@example.com,+16967297797
6f4343f1-4713-46a8-b0c9-32abc2cddea6,Employer 0256,Healthcare,Provider,Large,St. Louis,MO,USA,https://www.example256.com,https://www.linkedin.com/company/example-256,0,0,Academic,Silver,Active,2023-10-22,Jared Reese,Recruiter,contact256@example.com,+12338434016
dacfc63b-3dc6-4e3d-bfdb-58e43816f110,Employer 0257,Manufacturing,Industrial,Medium,Dallas,TX,USA,https://www.example257.com,https://www.linkedin.com/company/example-257,0,1,Mentorship,Gold,Active,2024-01-31,Kimberly Brandt,Recruiter,contact257@example.com,+15452638797
1bd8efe4-9416-4319-9e47-50e587e74b8c,Employer 0258,Education,University,Medium,Dallas,TX,USA,https://www.example258.com,https://www.linkedin.com/company/example-258,0,0,Mentorship,Gold,Inactive,2024-12-23,Andrew Bowman,Recruiter,contact258@example.com,+19533429848
9145307d-95ed-47b4-9a70-81a74d8b31d4,Employer 0259,Consulting,IT Services,Enterprise,New York,NY,USA,https://www.example259.com,https://www.linkedin.com/company/example-259,0,0,Academic,Silver,Inactive,2023-10-06,Jose Schmitt,Recruiter,contact259@example.com,+17905019369
d2524439-3937-4d48-b0b7-97351962e7db,Employer 0260,Education,University,Medium,Chicago,IL,USA,https://www.example260.com,https://www.linkedin.com/company/example-260,0,0,Hiring,Silver,Active,2024-09-06,Joshua Ferguson,Recruiter,contact260@example.com,+17716491713
5b052cbe-2817-4ace-a35a-5b8a0b8b9fe9,Employer 0261,Retail,E-commerce,Large,San Jose,CA,USA,https://www.example261.com,https://www.linkedin.com/company/example-261,0,0,Donor,Bronze,Inactive,2023-11-02,Katherine Garcia,Recruiter,contact261@example.com,+16488527516
af5325dc-306c-4685-a2af-1d7886a7f811,Employer 0262,Finance,Banking,Large,Dallas,TX,USA,https://www.example262.com,https://www.linkedin.com/company/example-262,0,0,Hiring,Gold,Inactive,2025-05-18,Todd Jones,Recruiter,contact262@example.com,+15859605532
f776c0cc-0c70-4edb-b4a0-d82e162c0599,Employer 0263,Manufacturing,Industrial,Medium,Chicago,IL,USA,https://www.example263.com,https://www.linkedin.com/company/example-263,0,1,Donor,Bronze,Prospect,2025-05-16,Robert Thompson,Recruiter,contact263@example.com,+19557304564
a6784936-832e-45bd-b4b3-95bb13060f34,Employer 0264,Government,Public Sector,Large,St. Louis,MO,USA,https://www.example264.com,https://www.linkedin.com/company/example-264,0,0,Hiring,Silver,Active,2023-12-27,Eric Gomez,Recruiter,contact264@example.com,+17623433525
d9816f13-bfd5-43bf-9d4c-95cac5f1a802,Employer 0265,Retail,E-commerce,Small,St. Louis,MO,USA,https://www.example265.com,https://www.linkedin.com/company/example-265,0,0,Mentorship,Silver,Prospect,2024-09-22,Sean Nichols,Recruiter,contact265@example.com,+19905758229
e49c2371-9097-4dc8-b356-a4e505541421,Employer 0266,Finance,Banking,Medium,Austin,TX,USA,https://www.example266.com,https://www.linkedin.com/company/example-266,0,0,Hiring,Silver,Active,2024-01-18,Laura Noble,Recruiter,contact266@example.com,+19648061356
b2329f74-28f5-455c-9c7f-0fc854e7e7e3,Employer 0267,Manufacturing,Industrial,Enterprise,San Jose,CA,USA,https://www.example267.com,https://www.linkedin.com/company/example-267,0,1,Donor,Bronze,Inactive,2024-08-23,David White,Recruiter,contact267@example.com,+16793452848
fa089d13-003a-46c7-9ecb-9dd901adbfd4,Employer 0268,Education,University,Large,Dallas,TX,USA,https://www.example268.com,https://www.linkedin.com/company/example-268,0,0,None,Gold,Active,2025-07-14,Robert Suarez,Recruiter,contact268@example.com,+12482084027
8fbad7c5-9e9d-41de-9013-62758665d3a7,Employer 0269,Healthcare,Provider,Large,Hyderabad,,India,https://www.example269.com,https://www.linkedin.com/company/example-269,0,0,Sponsorship,Bronze,Active,2023-06-28,Melissa Patel,Recruiter,contact269@example.com,+15502967866
522b168f-1eb4-4a62-bd2b-37aebf35ee0a,Employer 0270,Technology,Cloud/Software,Medium,Dallas,TX,USA,https://www.example270.com,https://www.linkedin.com/company/example-270,0,0,Hiring,Silver,Inactive,2024-02-10,Dylan Mcclure,Recruiter,contact270@example.com,+16959934918
70e80898-ffeb-4840-b3c3-b66c86bbc4e1,Employer 0271,Consulting,IT Services,Small,St. Louis,MO,USA,https://www.example271.com,https://www.linkedin.com/company/example-271,0,0,Academic,Silver,Prospect,2024-01-25,Mark Singh,Recruiter,contact271@example.com,+17309164780
ca0175ae-b668-4d14-ad15-e9cabc0f8f40,Employer 0272,Manufacturing,Industrial,Large,Dallas,TX,USA,https://www.example272.com,https://www.linkedin.com/company/example-272,0,0,Sponsorship,Gold,Active,2023-11-22,Elizabeth Wolf,Recruiter,contact272@example.com,+16514801741
e0144bb5-4782-4694-8c77-ee46b5ace37a,Employer 0273,Retail,E-commerce,Medium,San Jose,CA,USA,https://www.example273.com,https://www.linkedin.com/company/example-273,0,1,Sponsorship,Gold,Prospect,2024-12-26,Damon Allen,Recruiter,contact273@example.com,+15266532700
c860b66d-ee83-4e3b-839f-80f7d4294a54,Employer 0274,Retail,E-commerce,Enterprise,St. Louis,MO,USA,https://www.example274.com,https://www.linkedin.com/company/example-274,0,0,Hiring,Silver,Active,2024-09-01,Mark Carpenter,Recruiter,contact274@example.com,+13893078346
cba18ed3-82f2-4593-9f02-d90a319882ea,Employer 0275,Finance,Banking,Enterprise,New York,NY,USA,https://www.example275.com,https://www.linkedin.com/company/example-275,0,0,None,Silver,Prospect,2024-06-13,Heather Webb,Recruiter,contact275@example.com,+18539796291
1064f190-418b-4690-a8e5-89b05a188804,Employer 0276,Finance,Banking,Large,St. Louis,MO,USA,https://www.example276.com,https://www.linkedin.com/company/example-276,0,0,Mentorship,Gold,Active,2024-06-07,Jeffrey Lopez,Recruiter,contact276@example.com,+19372455367
04b426a1-973e-4b59-a1b6-4857e79c3648,Employer 0277,Finance,Banking,Small,San Jose,CA,USA,https://www.example277.com,https://www.linkedin.com/company/example-277,0,1,Sponsorship,Gold,Inactive,2024-02-05,Nicole Briggs,Recruiter,contact277@example.com,+17762094397
79918181-47c5-473b-bb32-47ce129d48bb,Employer 0278,Government,Public Sector,Small,Hyderabad,,India,https://www.example278.com,https://www.linkedin.com/company/example-278,0,0,Academic,Bronze,Active,2024-06-28,Jamie Green,Recruiter,contact278@example.com,+18783056117
faf03560-dbf6-47eb-ae31-bc79bd2a5976,Employer 0279,Healthcare,Provider,Enterprise,San Jose,CA,USA,https://www.example279.com,https://www.linkedin.com/company/example-279,0,0,Mentorship,Bronze,Prospect,2024-01-26,Sarah Martin,Recruiter,contact279@example.com,+15917985630
8fd38fc3-802f-4e09-a537-503492011393,Employer 0280,Manufacturing,Industrial,Medium,Chicago,IL,USA,https://www.example280.com,https://www.linkedin.com/company/example-280,0,0,Hiring,Silver,Inactive,2025-01-01,Diana Ross,Recruiter,contact280@example.com,+19723014815
27b7c478-1efa-497a-abdc-4bbd7fca9b46,Employer 0281,Consulting,IT Services,Large,St. Louis,MO,USA,https://www.example281.com,https://www.linkedin.com/company/example-281,0,0,Donor,Bronze,Prospect,2024-11-05,Lauren Ramos,Recruiter,contact281@example.com,+13519851213
d1038041-7b63-48e6-8fe4-7ec0c9bdfa7a,Employer 0282,Consulting,IT Services,Medium,Dallas,TX,USA,https://www.example282.com,https://www.linkedin.com/company/example-282,0,0,None,Gold,Active,2023-12-23,John Rodriguez,Recruiter,contact282@example.com,+13279404863
cdde1eca-576e-4785-9db6-c2aea5b5d39e,Employer 0283,Retail,E-commerce,Enterprise,Chicago,IL,USA,https://www.example283.com,https://www.linkedin.com/company/example-283,0,1,Donor,Gold,Prospect,2025-04-15,Troy Everett,Recruiter,contact283@example.com,+18867395636
c006075d-4e68-4b69-957c-2147135a90ba,Employer 0284,Manufacturing,Industrial,Small,Chicago,IL,USA,https://www.example284.com,https://www.linkedin.com/company/example-284,0,0,None,Silver,Inactive,2025-04-04,Thomas Hill,Recruiter,contact284@example.com,+17014462270
04c0b184-b701-4d32-8c2c-6728ad612ad3,Employer 0285,Finance,Banking,Enterprise,San Jose,CA,USA,https://www.example285.com,https://www.linkedin.com/company/example-285,0,0,Hiring,Bronze,Active,2023-07-21,Norma Huff,Recruiter,contact285@example.com,+19733693870
7079a907-f801-4211-8839-8b2824e6d2be,Employer 0286,Consulting,IT Services,Medium,Austin,TX,USA,https://www.example286.com,https://www.linkedin.com/company/example-286,0,0,Academic,Silver,Active,2023-10-22,Ian Burns,Recruiter,contact286@example.com,+14264382085
a5693fe1-9b89-4fbf-a6b3-6e010f0e3bd4,Employer 0287,Technology,Cloud/Software,Enterprise,San Jose,CA,USA,https://www.example287.com,https://www.linkedin.com/company/example-287,0,1,None,Gold,Active,2023-06-28,Jacob Morgan,Recruiter,contact287@example.com,+18325563220
3087548b-dee7-40a9-bc2e-60fe28cb84c1,Employer 0288,Education,University,Enterprise,Austin,TX,USA,https://www.example288.com,https://www.linkedin.com/company/example-288,0,0,Mentorship,Silver,Inactive,2024-08-08,Gregg Davies,Recruiter,contact288@example.com,+18382892875
5c72235b-4447-47b6-9bc3-5a26db3a64c4,Employer 0289,Government,Public Sector,Medium,St. Louis,MO,USA,https://www.example289.com,https://www.linkedin.com/company/example-289,0,0,None,Gold,Active,2023-09-29,Amanda May,Recruiter,contact289@example.com,+18969475140
0cd06595-5563-4727-becf-a884cb0b5ecf,Employer 0290,Technology,Cloud/Software,Small,San Jose,CA,USA,https://www.example290.com,https://www.linkedin.com/company/example-290,0,0,Donor,Bronze,Prospect,2023-06-15,Charles Hansen,Recruiter,contact290@example.com,+13225532747
037e3553-b44f-4e96-997d-16698106b273,Employer 0291,Retail,E-commerce,Medium,St. Louis,MO,USA,https://www.example291.com,https://www.linkedin.com/company/example-291,0,0,Sponsorship,Silver,Prospect,2025-05-07,Heidi Patton,Recruiter,contact291@example.com,+17474306325
b479ab8a-51c4-45c2-843a-0eb5af0f75d7,Employer 0292,Education,University,Small,Hyderabad,,India,https://www.example292.com,https://www.linkedin.com/company/example-292,0,0,Donor,Silver,Inactive,2025-07-22,Charles Gibson,Recruiter,contact292@example.com,+14056016342
bc533ccb-0666-4fee-a0a9-c822cac1492c,Employer 0293,Manufacturing,Industrial,Enterprise,Hyderabad,,India,https://www.example293.com,https://www.linkedin.com/company/example-293,0,1,Hiring,Bronze,Active,2024-06-17,Todd Mann,Recruiter,contact293@example.com,+15728176501
5db29975-a71d-49db-b864-00207c14a40a,Employer 0294,Retail,E-commerce,Medium,St. Louis,MO,USA,https://www.example294.com,https://www.linkedin.com/company/example-294,0,0,Donor,Silver,Inactive,2025-01-09,Austin Smith,Recruiter,contact294@example.com,+19685706156
47e0228c-0065-411b-a90e-95d9fb91b618,Employer 0295,Healthcare,Provider,Enterprise,Austin,TX,USA,https://www.example295.com,https://www.linkedin.com/company/example-295,0,0,Sponsorship,Gold,Active,2025-05-12,Anne Gilbert,Recruiter,contact295@example.com,+16745644083
36ad9c27-6d52-4b48-97ef-b2317ce95f73,Employer 0296,Retail,E-commerce,Large,Seattle,WA,USA,https://www.example296.com,https://www.linkedin.com/company/example-296,0,0,Sponsorship,Silver,Active,2023-11-02,Lisa Bernard,Recruiter,contact296@example.com,+13999186871
50dbe22a-0d6d-4ec6-b996-c828b46fea2b,Employer 0297,Technology,Cloud/Software,Enterprise,Dallas,TX,USA,https://www.example297.com,https://www.linkedin.com/company/example-297,0,1,Hiring,Gold,Active,2023-12-15,Amber Martinez DDS,Recruiter,contact297@example.com,+12085333341
